name,edition,condition,language,price_eur,quantity
Investigación de combate,Dominaria Unida,NM,Español,0.3,1
Iracundo pirexiano,Dominaria Unida,NM,Español,0.05,1
Islote enredado,Dominaria Unida,NM,Inglés,0.25,1
"Ivy, robahechizos jubilosa",Dominaria Unida,NM,Español,0.3,1
"Jhoira, innovadora atemporal",Dominaria Unida,NM,Español,0.2,1
La guerra de los dragones ancianos,Dominaria Unida,NM,Español,0.33,1
La guerra de los dragones ancianos,Dominaria Unida,NM,Español,0.43,1
"Lagomos, mano del odio",Dominaria Unida,NM,Español,0.15,1
Lhurgoyf de Urborg,Dominaria Unida,NM,Español,0.34,1
Litoral idílico,Dominaria Unida,NM,Español,0.2,2
Llamabestias quirion,Dominaria Unida,NM,Español,0.3,1
Llamabestias quirion,Dominaria Unida,NM,Español,0.6,1
Llamabestias quirion,Dominaria Unida,NM,Inglés,0.6,1
Llamabestias quirion,Dominaria Unida,NM,Inglés,0.3,1
Llamada del capitán,Dominaria Unida,NM,Español,0.1,1
Mano de martillo,Dominaria Unida,NM,Español,0.05,1
"Meria, erudita de la antigüedad",Dominaria Unida,NM,Español,0.2,2
"Meria, erudita de la antigüedad",Dominaria Unida,NM,Inglés,0.2,1
Miasma asfixiante,Dominaria Unida,NM,Español,0.08,1
Migración de la manada,Dominaria Unida,NM,Español,0.2,1
Montaña (V.4),Dominaria Unida,NM,Español,1.0,1
Muro de enredaderas florífero,Dominaria Unida,NM,Español,0.1,2
Muro de la Academia,Dominaria Unida,NM,Español,0.05,1
"Nael, aeronauta de avizoas",Dominaria Unida,NM,Español,0.05,1
"Najal, el Corredor de Tormentas",Dominaria Unida,NM,Inglés,0.05,1
Necromasa retorcida,Dominaria Unida,NM,Español,0.1,1
Negar,Dominaria Unida,NM,Español,0.1,2
Pacificador ungido,Dominaria Unida,NM,Español,0.5,3
Pantano (V.4),Dominaria Unida,NM,Inglés,1.0,1
Pixie ilusionista,Dominaria Unida,NM,Español,0.05,1
Plaza de los héroes,Dominaria Unida,NM,Español,5.6,1
Plegaria vinculante,Dominaria Unida,NM,Español,0.1,1
Poderío de Gaia,Dominaria Unida,NM,Español,0.05,2
Polluelo de fénix,Dominaria Unida,NM,Español,0.4,4
Polluelo de fénix,Dominaria Unida,NM,Inglés,0.4,1
Portavoz elemental de Llanowar,Dominaria Unida,NM,Inglés,0.2,1
Profanador de la fe,Dominaria Unida,NM,Español,0.32,2
Profanadora de sueños,Dominaria Unida,NM,Español,0.3,1
"Radha, señora guerrera de la Coalición",Dominaria Unida,NM,Español,0.05,1
"Raff, partidario del Vientoligero",Dominaria Unida,NM,Español,0.05,1
Recluta sectario,Dominaria Unida,NM,Español,0.2,2
Regreso pavoroso de Trenzas,Dominaria Unida,NM,Español,0.12,3
Reina Allenal de Ruadach,Dominaria Unida,NM,Español,0.1,1
Reposesión de Urborg,Dominaria Unida,NM,Español,0.1,3
Reposesión de Urborg,Dominaria Unida,NM,Español,0.15,1
"Rona, fiel de Sheoldred",Dominaria Unida,NM,Español,0.08,1
"Rulik Mons, jefa del barracón",Dominaria Unida,NM,Español,0.05,2
Sabotaje agresivo,Dominaria Unida,NM,Español,0.05,1
Sacerdote del rito de la sombra,Dominaria Unida,NM,Español,0.2,1
"Shanna, hoja purificadora",Dominaria Unida,NM,Inglés,0.4,1
Surgir del mar,Dominaria Unida,NM,Español,0.15,3
Tablilla inscrita,Dominaria Unida,NM,Español,0.1,1
Tomar el escudo,Dominaria Unida,NM,Español,0.05,1
Transformación caótica,Dominaria Unida,NM,Español,0.1,1
Trasgo germinante,Dominaria Unida,NM,Español,0.05,1
Trasgo recolector,Dominaria Unida,NM,Español,0.05,1
Urza reúne a los Titanes,Dominaria Unida,NM,Español,0.12,1
Viuda verde de Llanowar,Dominaria Unida,NM,Español,0.2,1
Yotia declara la guerra,Dominaria Unida,NM,Español,0.1,2
Altar de transmutación,La Guerra de los Hermanos,NM,Español,0.1,1
Alzar el vuelo,La Guerra de los Hermanos,NM,Español,0.08,3
Araña pescadora celeste,La Guerra de los Hermanos,NM,Español,0.12,2
Armadura de maderapálida,La Guerra de los Hermanos,NM,Español,0.12,2
Arquitecta de tópteros,La Guerra de los Hermanos,NM,Español,0.1,1
"Ashnod, mecánica de la carne",La Guerra de los Hermanos,NM,Español,0.2,1
Bosque (V.2),La Guerra de los Hermanos,NM,Español,0.23,1
Carnicero bélico,La Guerra de los Hermanos,NM,Español,0.05,1
Carrera armamentística,La Guerra de los Hermanos,NM,Español,0.08,2
Centinela espectral,La Guerra de los Hermanos,NM,Inglés,0.24,1
Centinela espectral,La Guerra de los Hermanos,NM,Español,0.15,2
Conclusión macabra,La Guerra de los Hermanos,NM,Español,0.1,1
Consagradora gorgoteante,La Guerra de los Hermanos,NM,Español,0.1,1
Contraemboscada,La Guerra de los Hermanos,NM,Español,0.23,3
Contragolpe mortal,La Guerra de los Hermanos,NM,Español,0.05,1
Corromper,La Guerra de los Hermanos,NM,Español,0.04,2
Desaparecer de la historia,La Guerra de los Hermanos,NM,Español,0.73,1
Desencantar,La Guerra de los Hermanos,NM,Español,0.05,3
Discípulos de Gix,La Guerra de los Hermanos,NM,Español,0.15,1
Disidente yotiano,La Guerra de los Hermanos,NM,Español,0.1,2
Disparo abatidor,La Guerra de los Hermanos,NM,Inglés,0.1,1
"Drafna, fundador de Lat-Nam",La Guerra de los Hermanos,NM,Inglés,0.32,1
"Drafna, fundador de Lat-Nam",La Guerra de los Hermanos,NM,Español,0.35,1
"Dragón mecánico pirexiano // Mishra, en manos de Pirexia",La Guerra de los Hermanos,NM,Inglés,0.8,1
El Ancla Temporal,La Guerra de los Hermanos,NM,Español,0.21,1
El Ancla Temporal,La Guerra de los Hermanos,NM,Español,0.2,1
En la trinchera,La Guerra de los Hermanos,NM,Inglés,0.75,1
Entrega fatídica,La Guerra de los Hermanos,NM,Inglés,0.2,1
Entrega fatídica,La Guerra de los Hermanos,NM,Español,0.15,2
Estallido en la excavación,La Guerra de los Hermanos,NM,Español,0.04,1
Evangelista de síntesis,La Guerra de los Hermanos,NM,Español,0.1,1
Fabricabaterías,La Guerra de los Hermanos,NM,Español,0.05,1
Fauceniza gigante,La Guerra de los Hermanos,NM,Inglés,0.2,1
Fauceniza gigante,La Guerra de los Hermanos,NM,Español,0.12,1
"Feldon, excavador de Rónom",La Guerra de los Hermanos,NM,Inglés,0.5,3
Flujo de conocimiento,La Guerra de los Hermanos,NM,Español,0.15,1
Fractura de la piedra de poder,La Guerra de los Hermanos,NM,Español,0.05,2
Fundición de Mishra,La Guerra de los Hermanos,NM,Español,0.4,1
Guardia de la cueva su-chi,La Guerra de los Hermanos,NM,Español,0.1,4
Heroína de las dunas,La Guerra de los Hermanos,NM,Español,0.05,1
"Hurkyl, maga experta",La Guerra de los Hermanos,NM,Inglés,0.15,1
"Hurkyl, maga experta",La Guerra de los Hermanos,NM,Español,0.11,1
Infiltrada de Gix,La Guerra de los Hermanos,NM,Español,0.15,1
Ingenieras de arbalestas,La Guerra de los Hermanos,NM,Español,0.05,1
Ingeniero de piedras de poder,La Guerra de los Hermanos,NM,Español,0.04,2
Intervención de Ashnod,La Guerra de los Hermanos,NM,Español,0.1,5
Isla (V.2),La Guerra de los Hermanos,NM,Español,0.2,1
La caída de Kroog,La Guerra de los Hermanos,NM,Español,0.04,1
Lección severa,La Guerra de los Hermanos,NM,Español,0.1,1
"Loran, discípula de la historia",La Guerra de los Hermanos,NM,Español,0.1,1
Mandato de Kayla,La Guerra de los Hermanos,NM,Español,0.15,1
Mandato de Kayla,La Guerra de los Hermanos,NM,Inglés,0.15,1
Mandato de Titania,La Guerra de los Hermanos,NM,Español,0.5,1
Matriz de la simetría,La Guerra de los Hermanos,NM,Español,0.15,1
Mensajero de combate,La Guerra de los Hermanos,NM,Inglés,0.1,1
Mensajero de combate,La Guerra de los Hermanos,NM,Español,0.1,3
Mesa de investigación de Mishra,La Guerra de los Hermanos,NM,Español,0.15,1
Mesa de investigación de Mishra,La Guerra de los Hermanos,NM,Inglés,0.15,1
Mestizo chatarreño,La Guerra de los Hermanos,NM,Español,0.4,1
Metamorfo corpulento,La Guerra de los Hermanos,NM,Español,0.2,1
"Mishra, excavador prodigioso",La Guerra de los Hermanos,NM,Español,0.1,1
Montaña (V.2),La Guerra de los Hermanos,NM,Inglés,0.2,1
Nadie se queda atrás,La Guerra de los Hermanos,NM,Español,0.1,1
Negociación hostil,La Guerra de los Hermanos,NM,Inglés,0.3,2
Niebla de guerra,La Guerra de los Hermanos,NM,Español,0.15,1
Niebla de guerra,La Guerra de los Hermanos,NM,Español,0.1,1
Oficial de alistamiento,La Guerra de los Hermanos,NM,Español,0.12,1
Operario de la torre,La Guerra de los Hermanos,NM,Español,0.05,1
Organizar,La Guerra de los Hermanos,NM,Español,0.1,1
Pantano (V.2),La Guerra de los Hermanos,NM,Español,0.2,1
Rechazo de Urza,La Guerra de los Hermanos,NM,Español,0.1,2
Reconstrucción de Kayla,La Guerra de los Hermanos,NM,Español,0.24,1
Red estática,La Guerra de los Hermanos,NM,Español,0.1,1
Reina Kayla bin-Kroog,La Guerra de los Hermanos,NM,Español,0.12,1
Remordimiento abrumador,La Guerra de los Hermanos,NM,Inglés,0.2,1
Remordimiento abrumador,La Guerra de los Hermanos,NM,Español,0.15,3
Reparar y recargar,La Guerra de los Hermanos,NM,Español,0.1,2
Reutilizar,La Guerra de los Hermanos,NM,Español,0.2,3
Ritualista brote lúgubre,La Guerra de los Hermanos,NM,Inglés,0.2,1
Rivalidad fraternal,La Guerra de los Hermanos,NM,Español,0.03,1
Ráfaga pírrica,La Guerra de los Hermanos,NM,Español,0.1,2
Salón de Tagsin,La Guerra de los Hermanos,NM,Español,0.25,1
Secuelas de la calamidad,La Guerra de los Hermanos,NM,Español,0.15,1
Simulacro simiesco,La Guerra de los Hermanos,NM,Español,0.2,1
Sombra de la miseria,La Guerra de los Hermanos,NM,Inglés,0.3,1
Talacunas,La Guerra de los Hermanos,NM,Inglés,0.1,1
Talacunas,La Guerra de los Hermanos,NM,Español,0.1,1
Tocasia's Dig Site,La Guerra de los Hermanos,NM,Español,0.1,1
Tocasia's Dig Site,La Guerra de los Hermanos,NM,Español,0.2,1
Toro fortachón de Penregon,La Guerra de los Hermanos,NM,Español,0.05,1
Tóptero avistador,La Guerra de los Hermanos,NM,Español,0.05,1
Tóptero reconstruido,La Guerra de los Hermanos,NM,Español,0.1,1
Unión del Tercer Camino,La Guerra de los Hermanos,NM,Español,0.1,2
Unión del Tercer Camino,La Guerra de los Hermanos,NM,Español,0.15,1
"Urza, prodigio de las piedras",La Guerra de los Hermanos,NM,Español,0.1,1
Vigilancia thran,La Guerra de los Hermanos,NM,Español,0.1,2
Yotiano de primera línea,La Guerra de los Hermanos,NM,Español,0.17,3
Yotiano de primera línea,La Guerra de los Hermanos,NM,Inglés,0.15,1
Última meditación de Hurkyl,La Guerra de los Hermanos,NM,Español,0.15,1
Acechadora ruinárbol,Pirexia: Todos serán uno,NM,Español,0.1,2
Acondicionadora de Unctus,Pirexia: Todos serán uno,NM,Español,0.1,1
Adivina iridiscente,Pirexia: Todos serán uno,NM,Español,0.1,2
Agitador aserrador,Pirexia: Todos serán uno,NM,Español,0.1,1
Agitador aserrador,Pirexia: Todos serán uno,NM,Español,0.1,1
Agitador cacofónico,Pirexia: Todos serán uno,NM,Español,0.3,1
Ajusticiador con quijadas,Pirexia: Todos serán uno,NM,Español,0.15,1
Alabarda de hexoro,Pirexia: Todos serán uno,NM,Español,0.1,1
Alteración planar,Pirexia: Todos serán uno,NM,Español,0.15,1
Apoteosis llameante,Pirexia: Todos serán uno,NM,Español,0.15,4
Apoteosis llameante,Pirexia: Todos serán uno,NM,Español,0.2,1
Asalto nocivo,Pirexia: Todos serán uno,NM,Español,0.15,2
Ascenso del aspirante,Pirexia: Todos serán uno,NM,Español,0.1,1
Asolador veleidoso,Pirexia: Todos serán uno,NM,Español,0.3,1
Aspirante filoinjerto,Pirexia: Todos serán uno,NM,Español,0.1,2
Aspirante taimada,Pirexia: Todos serán uno,NM,Español,0.14,1
Atlas pirexiano,Pirexia: Todos serán uno,NM,Español,0.1,4
Augurio experimental,Pirexia: Todos serán uno,NM,Español,0.34,3
Basilisco escupeicor,Pirexia: Todos serán uno,NM,Inglés,0.15,1
Bombacráneo de la Basílica,Pirexia: Todos serán uno,NM,Español,0.05,1
Bombacráneo del Dros,Pirexia: Todos serán uno,NM,Español,0.1,2
Bombacráneo del Horno,Pirexia: Todos serán uno,NM,Español,0.05,2
Bombacráneo del Laberinto,Pirexia: Todos serán uno,NM,Español,0.1,2
Bombacráneo quirúrgica,Pirexia: Todos serán uno,NM,Español,0.1,3
Bosque (V.1),Pirexia: Todos serán uno,NM,Español,0.1,3
Bosque (V.1),Pirexia: Todos serán uno,NM,Español,0.2,1
Bosque (V.1),Pirexia: Todos serán uno,NM,Inglés,0.2,1
Cantaesporas adaptativa,Pirexia: Todos serán uno,NM,Español,0.05,1
Carga voltaica,Pirexia: Todos serán uno,NM,Español,0.1,2
Caída de Vraska,Pirexia: Todos serán uno,NM,Español,0.15,2
Centinela cefalópodo,Pirexia: Todos serán uno,NM,Español,0.06,2
Coacción,Pirexia: Todos serán uno,NM,Español,0.1,1
Colibrí retumbante,Pirexia: Todos serán uno,NM,Español,0.1,3
Comunión necrógena,Pirexia: Todos serán uno,NM,Español,0.15,4
Comunión necrógena,Pirexia: Todos serán uno,NM,Español,0.3,1
Conclusiones del viviseccionador,Pirexia: Todos serán uno,NM,Español,0.05,1
Consulta infecciosa,Pirexia: Todos serán uno,NM,Español,0.2,4
Contra todo pronóstico,Pirexia: Todos serán uno,NM,Español,0.1,1
Coro reptante,Pirexia: Todos serán uno,NM,Español,0.1,2
Corte de hexoro,Pirexia: Todos serán uno,NM,Español,0.04,5
Cronista del cenit,Pirexia: Todos serán uno,NM,Español,0.2,1
Cuaderno de trabajo de Tamiyo,Pirexia: Todos serán uno,NM,Español,0.1,1
Cultivador de oxihiedra,Pirexia: Todos serán uno,NM,Español,0.05,2
Curiosidad distorsionada,Pirexia: Todos serán uno,NM,Español,0.15,3
Defensora pirexiana,Pirexia: Todos serán uno,NM,Inglés,3.0,2
Demolición jubilosa,Pirexia: Todos serán uno,NM,Español,0.5,2
Depósito de generación,Pirexia: Todos serán uno,NM,Español,0.1,1
Desvanecerse en la eternidad,Pirexia: Todos serán uno,NM,Español,0.04,2
Devastador corteceniza,Pirexia: Todos serán uno,NM,Español,0.05,1
Dosis hipnotizante,Pirexia: Todos serán uno,NM,Español,0.05,1
Draco arrastrero,Pirexia: Todos serán uno,NM,Español,0.05,1
"Drivnod, dominus de la masacre",Pirexia: Todos serán uno,NM,Inglés,5.0,1
El Sylex de Filigrana,Pirexia: Todos serán uno,NM,Español,0.5,2
Embestida acorazada,Pirexia: Todos serán uno,NM,Español,0.1,1
Enfermera de la plaga,Pirexia: Todos serán uno,NM,Español,0.05,1
Engendrador ardiente,Pirexia: Todos serán uno,NM,Español,0.1,1
Engendrador ardiente,Pirexia: Todos serán uno,NM,Español,0.15,1
Enramada carnívora,Pirexia: Todos serán uno,NM,Español,0.15,2
Entusiasmo ante la posibilidad,Pirexia: Todos serán uno,NM,Inglés,0.1,1
Entusiasmo ante la posibilidad,Pirexia: Todos serán uno,NM,Español,0.1,2
Esquife esquelético,Pirexia: Todos serán uno,NM,Español,0.1,1
Evangelista de la vivisección,Pirexia: Todos serán uno,NM,Español,0.06,1
"Ezuri, acechador de las esferas",Pirexia: Todos serán uno,NM,Español,0.4,1
Fanática de porcelana,Pirexia: Todos serán uno,NM,Español,0.06,1
Forja de Úrabrask,Pirexia: Todos serán uno,NM,Inglés,5.8,1
Fuente del progreso,Pirexia: Todos serán uno,NM,Español,0.05,1
Fundiforme vehemente,Pirexia: Todos serán uno,NM,Español,0.2,1
Fundiforme vehemente,Pirexia: Todos serán uno,NM,Español,0.1,1
Gangrenoide,Pirexia: Todos serán uno,NM,Español,0.2,2
Glóbulo de incubación,Pirexia: Todos serán uno,NM,Español,0.05,2
Gólem icorazado,Pirexia: Todos serán uno,NM,Español,0.05,1
Híbrido alavacío,Pirexia: Todos serán uno,NM,Inglés,0.2,1
Híbrido alavacío,Pirexia: Todos serán uno,NM,Español,0.12,3
Inmovilizador de Tamiyo,Pirexia: Todos serán uno,NM,Español,0.08,1
Inyector protésico,Pirexia: Todos serán uno,NM,Español,0.12,2
Isla (V.1),Pirexia: Todos serán uno,NM,Inglés,0.2,1
Isla (V.1),Pirexia: Todos serán uno,NM,Español,0.1,4
"Kemba, kha resistente",Pirexia: Todos serán uno,NM,Inglés,0.24,1
"Kemba, kha resistente",Pirexia: Todos serán uno,NM,Español,0.2,1
"Koth, Fuego de Resistencia",Pirexia: Todos serán uno,NM,Español,0.3,1
Liberar de la carne,Pirexia: Todos serán uno,NM,Español,0.1,2
Líder de colmena aguijoneador,Pirexia: Todos serán uno,NM,Español,0.1,1
Manto del Laberinto,Pirexia: Todos serán uno,NM,Español,0.05,3
Micosintético en expansión,Pirexia: Todos serán uno,NM,Español,0.2,2
"Migloz, triturador del Laberinto",Pirexia: Todos serán uno,NM,Español,0.2,1
Mirada aniquiladora,Pirexia: Todos serán uno,NM,Español,0.15,1
Moracalaveras bilioso,Pirexia: Todos serán uno,NM,Español,0.15,1
Mordisco infeccioso,Pirexia: Todos serán uno,NM,Español,0.25,1
Myr converso,Pirexia: Todos serán uno,NM,Español,0.12,4
Necromosquito,Pirexia: Todos serán uno,NM,Español,0.1,1
Necrotitán voraz,Pirexia: Todos serán uno,NM,Español,0.1,2
Observador contaminado,Pirexia: Todos serán uno,NM,Español,0.1,1
Ocaso del sol blanco,Pirexia: Todos serán uno,NM,Inglés,1.5,1
Ocaso del sol negro,Pirexia: Todos serán uno,NM,Inglés,0.3,1
Ocaso del sol verde,Pirexia: Todos serán uno,NM,Español,0.24,1
Ojo de Malcator,Pirexia: Todos serán uno,NM,Español,0.05,1
"Ovika, goliat enigmática",Pirexia: Todos serán uno,NM,Español,0.3,1
Pantano (V.1),Pirexia: Todos serán uno,NM,Inglés,0.2,1
Pantano (V.1),Pirexia: Todos serán uno,NM,Español,0.1,3
Precipitar el fin,Pirexia: Todos serán uno,NM,Español,0.2,2
Preámbulo a la piresis,Pirexia: Todos serán uno,NM,Español,0.17,2
Propagar la infección,Pirexia: Todos serán uno,NM,Español,0.11,2
Putredotisa necrógena,Pirexia: Todos serán uno,NM,Español,0.08,3
Quimera nucleosuero,Pirexia: Todos serán uno,NM,Español,0.04,2
Raíces sedientas,Pirexia: Todos serán uno,NM,Español,0.2,1
Rechazar la imperfección,Pirexia: Todos serán uno,NM,Español,0.12,2
Refugio mirrodiano,Pirexia: Todos serán uno,NM,Español,0.12,2
Rematador de Óxida,Pirexia: Todos serán uno,NM,Español,0.1,1
Resistencia reunida,Pirexia: Todos serán uno,NM,Español,0.1,1
Resistencia reunida,Pirexia: Todos serán uno,NM,Español,0.2,1
Ráfaga peligrosa,Pirexia: Todos serán uno,NM,Español,0.08,1
Sacrificio de Nahiri,Pirexia: Todos serán uno,NM,Español,0.08,2
Salir del tanque,Pirexia: Todos serán uno,NM,Español,0.15,3
Susurro del Dros,Pirexia: Todos serán uno,NM,Español,0.1,3
Tablilla de perfeccionamiento,Pirexia: Todos serán uno,NM,Inglés,0.2,1
Tablilla de perfeccionamiento,Pirexia: Todos serán uno,NM,Inglés,0.24,1
Tanque de renacimiento,Pirexia: Todos serán uno,NM,Español,0.2,3
"Thrun, rompedor del silencio",Pirexia: Todos serán uno,NM,Inglés,0.34,1
Trampa de suero,Pirexia: Todos serán uno,NM,Español,0.2,1
Tropiezo sin importancia,Pirexia: Todos serán uno,NM,Español,0.3,1
Tropiezo sin importancia,Pirexia: Todos serán uno,NM,Español,0.2,2
Tropiezo sin importancia,Pirexia: Todos serán uno,NM,Inglés,0.34,1
"Unctus, gran metatecto",Pirexia: Todos serán uno,NM,Español,0.4,1
Velo de asimilación,Pirexia: Todos serán uno,NM,Español,0.08,3
"Venser, marioneta cadáver",Pirexia: Todos serán uno,NM,Inglés,0.17,2
Vigilante de Malcator,Pirexia: Todos serán uno,NM,Español,0.1,2
Violentador venenoso,Pirexia: Todos serán uno,NM,Español,0.1,1
Abanico de batalla con cuchillas,Marcha de las máquinas,NM,Español,0.05,1
Abrasarramas shivano,Marcha de las máquinas,NM,Español,0.1,2
Abrir la necrópolis,Marcha de las máquinas,NM,Español,0.1,1
Agarre del Romperreinos,Marcha de las máquinas,NM,Español,0.05,1
Alas astrales,Marcha de las máquinas,NM,Español,0.05,1
Albor iridiscente,Marcha de las máquinas,NM,Español,0.15,1
Berserker con hoja del desdeño,Marcha de las máquinas,NM,Español,0.15,1
Buhonero de presagios,Marcha de las máquinas,NM,Español,0.15,4
Caballero estroboscópico de Xerex,Marcha de las máquinas,NM,Español,0.1,1
Cambiar la ecuación,Marcha de las máquinas,NM,Español,0.25,1
Captive Weird // Compleated Conjurer,Marcha de las máquinas,NM,Español,0.05,1
Convicción corrupta,Marcha de las máquinas,NM,Español,0.34,1
Criptomante de Saiba,Marcha de las máquinas,NM,Español,0.1,1
Cuevas maculasangrientas,Marcha de las máquinas,NM,Español,0.1,1
Don del perfeccionamiento,Marcha de las máquinas,NM,Español,0.1,1
Encuentro de mentes,Marcha de las máquinas,NM,Español,0.22,3
Entrada ardiente,Marcha de las máquinas,NM,Español,0.05,1
Espada de pasado y futuro,Marcha de las máquinas,NM,Inglés,3.88,1
Furia del Sol Ardiente,Marcha de las máquinas,NM,Español,0.05,1
Guardiana de Ghirapur,Marcha de las máquinas,NM,Español,0.2,1
Guerrero de ruinaskar,Marcha de las máquinas,NM,Inglés,0.17,2
Guerrero de ruinaskar,Marcha de las máquinas,NM,Español,0.2,1
Hacia el fuego,Marcha de las máquinas,NM,Español,0.2,2
Historiador pionero,Marcha de las máquinas,NM,Español,0.1,1
Historiador pionero,Marcha de las máquinas,NM,Inglés,0.15,1
Inquisidor de Norn,Marcha de las máquinas,NM,Español,0.1,1
Invasión de Amonkhet // Converso de lazotep,Marcha de las máquinas,NM,Español,0.15,1
Invasión de Azgol // Segador ceniciento,Marcha de las máquinas,NM,Español,0.1,3
Invasión de Bélenon // Himno de guerra de Bélenon,Marcha de las máquinas,NM,Español,0.1,1
Invasión de Dominaria // Protegedogmas de Serra,Marcha de las máquinas,NM,Español,0.15,1
Invasión de Eldraine // Hadas aguijoneadoras,Marcha de las máquinas,NM,Español,0.1,2
Invasión de Ergamon // Arremetedor de Truga,Marcha de las máquinas,NM,Español,0.12,2
Invasión de Gobakhan // Formación de escudos luminosos,Marcha de las máquinas,NM,Español,2.0,1
Invasión de Gobakhan // Formación de escudos luminosos,Marcha de las máquinas,NM,Inglés,2.9,1
Invasión de Ixalan // Regisaurio beligerante,Marcha de las máquinas,NM,Inglés,0.6,1
"Invasión de Kaladesh // Alaetérea, nave insignia de Escama Áurea",Marcha de las máquinas,NM,Español,0.1,2
Invasión de Kamigawa // Saboteadores de la azotea,Marcha de las máquinas,NM,Español,0.1,1
Invasión de Kylem // Equipo de Valor's Reach,Marcha de las máquinas,NM,Español,0.1,1
Invasión de Lorwyn // Fuerzas aventadoras,Marcha de las máquinas,NM,Español,0.15,1
Invasión de Muraganda // Plasma primario,Marcha de las máquinas,NM,Español,0.1,3
Invasión de Pyrulea // Cuernorrecio descomunal,Marcha de las máquinas,NM,Español,0.1,2
Invasión de Tolvada // El Cielo Fracturado,Marcha de las máquinas,NM,Español,0.22,1
Invasión de Ulgrotha // Abuela Ravi Sengir,Marcha de las máquinas,NM,Español,0.1,2
Invasión de Vryn // Anillo mágico sobrecargado,Marcha de las máquinas,NM,Español,0.1,1
Isla (V.2),Marcha de las máquinas,NM,Español,0.15,2
Laguna lúgubre,Marcha de las máquinas,NM,Español,0.05,1
Lancera zhalfirina,Marcha de las máquinas,NM,Español,0.1,1
Mariscal de Zhalfir,Marcha de las máquinas,NM,Español,0.15,1
